OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0004238,24-01-2015,15,Wholesale,NXH382,58,7,8,6458.8,51670.4,4714.92
SO - 0004239,24-01-2015,7,Export,AXW291,21,7,7,3095.4,21667.8,2166.78
SO - 0004240,24-01-2015,18,Wholesale,AXW291,24,7,6,1125.6,6753.6,484.01
SO - 0004241,24-01-2015,36,Distributor,NXH382,53,2,7,1018.4,7128.8,427.73
SO - 0004242,25-01-2015,50,Wholesale,GUT930,45,1,7,5333.2,37332.4,3573.24
SO - 0004243,25-01-2015,34,Wholesale,GUT930,41,11,12,5842.4,70108.8,4790.77
SO - 0004244,25-01-2015,47,Wholesale,GUT930,34,1,11,750.4,8254.4,555.3
SO - 0004245,25-01-2015,22,Distributor,AXW291,28,1,12,3973.1,47677.2,3019.56
SO - 0004246,25-01-2015,26,Distributor,NXH382,59,1,6,1943,11658,1029.79
SO - 0004247,25-01-2015,14,Export,AXW291,1,1,6,3879.3,23275.8,2056.03
SO - 0004248,25-01-2015,2,Distributor,GUT930,34,1,6,1085.4,6512.4,705.51
SO - 0004249,25-01-2015,40,Wholesale,AXW291,11,2,5,2532.6,12663,1013.04
SO - 0004250,26-01-2015,42,Wholesale,GUT930,42,11,11,3939.6,43335.6,1812.22
SO - 0004251,26-01-2015,23,Distributor,AXW291,13,2,7,1145.7,8019.9,744.71
SO - 0004252,26-01-2015,16,Export,AXW291,2,5,10,1005,10050,683.4
SO - 0004253,26-01-2015,38,Distributor,GUT930,45,2,7,247.9,1735.3,156.18
SO - 0004254,27-01-2015,41,Wholesale,AXW291,16,2,9,3845.8,34612.2,2845.89
SO - 0004255,27-01-2015,12,Distributor,AXW291,13,2,8,5038.4,40307.2,3627.65
SO - 0004256,27-01-2015,3,Wholesale,NXH382,54,5,12,254.6,3055.2,162.94
SO - 0004257,27-01-2015,30,Wholesale,AXW291,10,11,8,2559.4,20475.2,2098.71
SO - 0004258,27-01-2015,21,Wholesale,AXW291,30,4,9,1976.5,17788.5,1067.31
SO - 0004259,27-01-2015,16,Export,NXH382,58,7,10,194.3,1943,163.21
SO - 0004260,27-01-2015,23,Wholesale,AXW291,8,7,9,5587.8,50290.2,2738.02
SO - 0004261,28-01-2015,37,Wholesale,GUT930,36,8,6,3973.1,23838.6,3019.56
SO - 0004262,28-01-2015,10,Wholesale,NXH382,51,4,8,5286.3,42290.4,2590.29
SO - 0004263,28-01-2015,26,Wholesale,NXH382,52,4,7,6411.9,44883.3,2564.76
SO - 0004264,28-01-2015,17,Wholesale,AXW291,3,5,12,3865.9,46390.8,1739.66
SO - 0004265,28-01-2015,40,Wholesale,FLR025,63,5,12,1011.7,12140.4,414.8
SO - 0004266,28-01-2015,8,Wholesale,AXW291,7,4,11,3852.5,42377.5,2927.9
SO - 0004267,28-01-2015,27,Wholesale,AXW291,17,13,9,1701.8,15316.2,1123.19
SO - 0004268,28-01-2015,50,Export,AXW291,31,1,8,201,1608,148.74
SO - 0004269,28-01-2015,47,Export,AXW291,30,1,8,2546,20368,1603.98
SO - 0004270,29-01-2015,31,Export,GUT930,44,13,5,1105.5,5527.5,707.52
SO - 0004271,29-01-2015,41,Wholesale,NXH382,47,10,11,1078.7,11865.7,463.84
SO - 0004272,29-01-2015,20,Wholesale,FLR025,61,5,11,2257.9,24836.9,1196.69
SO - 0004273,29-01-2015,19,Wholesale,NXH382,59,2,8,3832.4,30659.2,3219.22
SO - 0004274,29-01-2015,32,Wholesale,AXW291,8,2,12,1929.6,23155.2,1003.39
SO - 0004275,30-01-2015,40,Distributor,AXW291,15,1,8,690.1,5520.8,524.48
SO - 0004276,30-01-2015,23,Export,FLR025,64,7,7,3865.9,27061.3,2551.49
SO - 0004277,30-01-2015,18,Wholesale,AXW291,15,2,11,6405.2,70457.2,2882.34
SO - 0004278,30-01-2015,23,Distributor,FLR025,63,4,8,904.5,7236,723.6
SO - 0004279,31-01-2015,20,Distributor,AXW291,27,2,6,3678.3,22069.8,3052.99
SO - 0004280,31-01-2015,41,Distributor,GUT930,42,1,9,3966.4,35697.6,2260.85
SO - 0004281,31-01-2015,4,Distributor,FLR025,61,10,7,3932.9,27530.3,1769.81
SO - 0004282,31-01-2015,11,Wholesale,AXW291,9,1,11,2284.7,25131.7,1942
SO - 0004283,01-02-2015,33,Wholesale,AXW291,27,11,8,3832.4,30659.2,2261.12
SO - 0004284,01-02-2015,32,Distributor,AXW291,14,13,10,241.2,2412,173.66
SO - 0004285,02-02-2015,4,Wholesale,GUT930,40,11,11,1118.9,12307.9,514.69
SO - 0004286,02-02-2015,4,Wholesale,FLR025,65,9,6,703.5,4221,337.68
SO - 0004287,02-02-2015,36,Export,AXW291,22,5,6,6130.5,36783,3494.39
SO - 0004288,02-02-2015,38,Export,AXW291,20,11,5,221.1,1105.5,152.56
SO - 0004289,02-02-2015,43,Wholesale,AXW291,9,10,8,2626.4,21011.2,1391.99
SO - 0004290,02-02-2015,20,Export,AXW291,23,1,6,1735.3,10411.8,850.3
SO - 0004291,03-02-2015,3,Wholesale,NXH382,47,3,7,991.6,6941.2,525.55
SO - 0004292,03-02-2015,9,Wholesale,FLR025,66,7,7,3946.3,27624.1,1973.15
SO - 0004293,03-02-2015,32,Wholesale,GUT930,45,2,9,5500.7,49506.3,3960.5
SO - 0004294,04-02-2015,14,Distributor,FLR025,62,1,11,3872.6,42598.6,2633.37
SO - 0004295,04-02-2015,44,Distributor,AXW291,29,2,5,234.5,1172.5,124.29
SO - 0004296,04-02-2015,25,Wholesale,GUT930,34,1,8,1956.4,15651.2,1408.61
SO - 0004297,04-02-2015,25,Wholesale,AXW291,18,7,9,247.9,2231.1,101.64
SO - 0004298,04-02-2015,19,Distributor,AXW291,2,12,9,6432,57888,4373.76
SO - 0004299,04-02-2015,43,Wholesale,NXH382,52,11,8,1078.7,8629.6,733.52
SO - 0004300,04-02-2015,3,Wholesale,NXH382,55,11,9,2251.2,20260.8,1868.5
SO - 0004301,04-02-2015,33,Wholesale,AXW291,30,1,10,201,2010,168.84
SO - 0004302,05-02-2015,41,Wholesale,AXW291,21,7,5,1011.7,5058.5,455.27
SO - 0004303,05-02-2015,5,Wholesale,NXH382,49,12,8,891.1,7128.8,507.93
SO - 0004304,05-02-2015,43,Export,NXH382,54,1,6,1011.7,6070.2,455.27
SO - 0004305,05-02-2015,2,Export,AXW291,15,9,10,221.1,2211,112.76
SO - 0004306,05-02-2015,29,Distributor,AXW291,3,2,7,2499.1,17493.7,1024.63
SO - 0004307,06-02-2015,15,Distributor,GUT930,39,9,6,5360,32160,3644.8
SO - 0004308,06-02-2015,4,Distributor,AXW291,27,9,6,1065.3,6391.8,788.32
SO - 0004309,07-02-2015,9,Export,AXW291,21,11,11,1025.1,11276.1,738.07
SO - 0004310,07-02-2015,46,Distributor,AXW291,30,2,11,1112.2,12234.2,912
SO - 0004311,07-02-2015,12,Wholesale,NXH382,49,1,7,1018.4,7128.8,631.41
SO - 0004312,07-02-2015,35,Wholesale,AXW291,14,13,8,1159.1,9272.8,880.92
SO - 0004313,07-02-2015,12,Wholesale,GUT930,35,14,11,2599.6,28595.6,1871.71
SO - 0004314,07-02-2015,8,Wholesale,AXW291,22,6,6,254.6,1527.6,185.86
SO - 0004315,07-02-2015,23,Export,NXH382,53,11,8,5440.4,43523.2,4406.72
SO - 0004316,08-02-2015,19,Distributor,AXW291,10,7,5,1795.6,8978,879.84
SO - 0004317,08-02-2015,18,Wholesale,GUT930,35,7,12,5540.9,66490.8,4100.27
SO - 0004318,08-02-2015,37,Distributor,FLR025,66,7,9,5380.1,48420.9,4573.09
SO - 0004319,08-02-2015,14,Wholesale,FLR025,61,2,9,1085.4,9768.6,520.99
SO - 0004320,08-02-2015,27,Wholesale,GUT930,41,3,12,1078.7,12944.4,701.16
SO - 0004321,08-02-2015,10,Export,NXH382,53,3,12,877.7,10532.4,526.62
SO - 0004322,08-02-2015,21,Wholesale,AXW291,26,14,7,3041.8,21292.6,1216.72
SO - 0004323,09-02-2015,45,Distributor,AXW291,25,2,10,6505.7,65057,2927.57
SO - 0004324,09-02-2015,45,Wholesale,GUT930,43,11,11,1105.5,12160.5,442.2
SO - 0004325,09-02-2015,40,Wholesale,NXH382,53,2,10,1045.2,10452,668.93
SO - 0004326,09-02-2015,44,Distributor,AXW291,30,5,7,5366.7,37566.9,3488.36
SO - 0004327,09-02-2015,46,Distributor,AXW291,24,2,11,2619.7,28816.7,1309.85
SO - 0004328,09-02-2015,47,Wholesale,AXW291,30,1,8,1058.6,8468.8,698.68
SO - 0004329,09-02-2015,35,Wholesale,AXW291,26,2,6,261.3,1567.8,146.33
SO - 0004330,11-02-2015,20,Wholesale,NXH382,53,11,5,5594.5,27972.5,3916.15
SO - 0004331,11-02-2015,50,Wholesale,AXW291,5,7,7,1105.5,7738.5,585.92
SO - 0004332,11-02-2015,46,Distributor,AXW291,15,1,6,2412,14472,1519.56
SO - 0004333,11-02-2015,8,Export,GUT930,43,7,10,3819,38190,2444.16
SO - 0004334,11-02-2015,47,Distributor,GUT930,41,9,9,268,2412,187.6
SO - 0004335,12-02-2015,45,Wholesale,AXW291,5,5,11,227.8,2505.8,100.23
SO - 0004336,12-02-2015,1,Export,AXW291,5,9,9,268,2412,227.8
SO - 0004337,12-02-2015,42,Export,NXH382,48,9,12,1065.3,12783.6,767.02
SO - 0004338,12-02-2015,17,Wholesale,NXH382,51,3,11,676.7,7443.7,439.86
SO - 0004339,12-02-2015,29,Distributor,NXH382,57,1,7,1051.9,7363.3,631.14
SO - 0004340,13-02-2015,30,Distributor,AXW291,26,13,7,2244.5,15711.5,1032.47
SO - 0004341,13-02-2015,29,Distributor,AXW291,4,1,6,3986.5,23919,3109.47
SO - 0004342,13-02-2015,46,Wholesale,AXW291,11,11,7,6405.2,44836.4,4163.38
SO - 0004343,13-02-2015,34,Wholesale,GUT930,43,7,7,1078.7,7550.9,647.22
SO - 0004344,13-02-2015,49,Distributor,AXW291,18,11,8,5447.1,43576.8,2723.55
SO - 0004345,14-02-2015,24,Wholesale,NXH382,58,11,7,174.2,1219.4,109.75
SO - 0004346,14-02-2015,9,Wholesale,GUT930,33,7,10,1273,12730,509.2
SO - 0004347,15-02-2015,14,Export,GUT930,33,13,7,1072,7504,439.52
SO - 0004348,15-02-2015,16,Wholesale,AXW291,24,5,12,2693.4,32320.8,1131.23
SO - 0004349,15-02-2015,12,Wholesale,NXH382,57,2,6,1025.1,6150.6,686.82
SO - 0004350,15-02-2015,41,Distributor,AXW291,3,13,6,1125.6,6753.6,607.82
SO - 0004351,15-02-2015,41,Wholesale,GUT930,43,11,11,6304.7,69351.7,4413.29
SO - 0004352,16-02-2015,33,Distributor,NXH382,54,7,6,2298.1,13788.6,1654.63
SO - 0004353,16-02-2015,37,Distributor,AXW291,6,2,11,3979.8,43777.8,1830.71
SO - 0004354,16-02-2015,2,Wholesale,NXH382,56,2,9,2592.9,23336.1,1477.95
SO - 0004355,16-02-2015,11,Distributor,AXW291,2,2,12,670,8040,408.7
SO - 0004356,16-02-2015,20,Distributor,GUT930,38,7,5,3470.6,17353,2151.77
SO - 0004357,16-02-2015,43,Wholesale,AXW291,19,11,11,1152.4,12676.4,737.54
SO - 0004358,17-02-2015,2,Distributor,AXW291,5,2,5,830.8,4154,407.09
SO - 0004359,17-02-2015,26,Wholesale,AXW291,12,11,5,1112.2,5561,611.71
SO - 0004360,17-02-2015,45,Wholesale,FLR025,60,10,5,1085.4,5427,510.14
SO - 0004361,17-02-2015,26,Distributor,AXW291,15,1,11,2519.2,27711.2,1964.98
SO - 0004362,17-02-2015,39,Distributor,GUT930,46,7,12,1112.2,13346.4,734.05
SO - 0004363,17-02-2015,18,Wholesale,AXW291,16,7,5,1179.2,5896,801.86
SO - 0004364,17-02-2015,20,Wholesale,AXW291,10,7,5,1876,9380,1050.56
SO - 0004365,17-02-2015,5,Distributor,AXW291,31,5,12,2391.9,28702.8,1459.06
SO - 0004366,17-02-2015,50,Distributor,AXW291,24,1,10,1929.6,19296,1041.98
SO - 0004367,17-02-2015,6,Distributor,AXW291,24,7,8,1139,9112,831.47
SO - 0004368,18-02-2015,8,Distributor,NXH382,48,5,8,3839.1,30712.8,1996.33
SO - 0004369,19-02-2015,47,Export,AXW291,19,5,12,2599.6,31195.2,1143.82
SO - 0004370,19-02-2015,23,Wholesale,GUT930,36,7,8,3859.2,30873.6,2354.11
SO - 0004371,19-02-2015,2,Distributor,AXW291,13,11,10,234.5,2345,126.63
SO - 0004372,19-02-2015,39,Export,AXW291,28,1,10,944.7,9447,670.74
SO - 0004373,19-02-2015,10,Distributor,NXH382,59,7,5,3839.1,19195.5,2917.72
SO - 0004374,19-02-2015,25,Wholesale,NXH382,59,7,5,1098.8,5494,933.98
SO - 0004375,20-02-2015,33,Distributor,NXH382,53,2,8,1768.8,14150.4,990.53
SO - 0004376,20-02-2015,48,Export,NXH382,58,5,12,3993.2,47918.4,1717.08
SO - 0004377,20-02-2015,46,Wholesale,FLR025,60,5,10,241.2,2412,132.66
SO - 0004378,20-02-2015,40,Export,FLR025,62,1,12,3926.2,47114.4,2394.98
SO - 0004379,20-02-2015,26,Wholesale,GUT930,46,6,7,3350,23450,2579.5
SO - 0004380,21-02-2015,14,Wholesale,AXW291,26,2,6,1835.8,11014.8,844.47
SO - 0004381,21-02-2015,20,Export,FLR025,66,4,11,1118.9,12307.9,928.69
SO - 0004382,21-02-2015,18,Wholesale,FLR025,61,6,12,1051.9,12622.8,568.03
SO - 0004383,21-02-2015,11,Wholesale,AXW291,10,11,9,3577.8,32200.2,2003.57
SO - 0004384,21-02-2015,20,Distributor,FLR025,62,6,6,3953,23718,2450.86
SO - 0004385,21-02-2015,34,Wholesale,NXH382,59,11,12,2633.1,31597.2,1263.89
SO - 0004386,22-02-2015,39,Distributor,AXW291,1,7,9,1045.2,9406.8,418.08
SO - 0004387,22-02-2015,22,Wholesale,NXH382,55,10,5,3792.2,18961,2123.63
SO - 0004388,22-02-2015,23,Wholesale,AXW291,22,6,12,2653.2,31838.4,1751.11
SO - 0004389,22-02-2015,23,Wholesale,GUT930,38,14,7,1005,7035,402
SO - 0004390,22-02-2015,40,Export,GUT930,39,1,6,5929.5,35577,4209.95
SO - 0004391,23-02-2015,29,Distributor,GUT930,38,13,7,3484,24388,1637.48
SO - 0004392,23-02-2015,34,Wholesale,FLR025,61,9,12,1855.9,22270.8,1484.72
SO - 0004393,23-02-2015,6,Export,GUT930,45,2,6,5567.7,33406.2,2728.17
SO - 0004394,23-02-2015,2,Distributor,FLR025,65,13,12,998.3,11979.6,399.32
SO - 0004395,23-02-2015,17,Distributor,GUT930,32,3,12,2626.4,31516.8,1785.95
SO - 0004396,23-02-2015,14,Wholesale,AXW291,11,1,6,1112.2,6673.2,656.2
SO - 0004397,23-02-2015,6,Distributor,AXW291,19,1,10,227.8,2278,97.95
SO - 0004398,23-02-2015,1,Distributor,AXW291,21,7,10,3959.7,39597,1940.25
SO - 0004399,23-02-2015,34,Distributor,AXW291,16,5,11,6097,67067,4816.63
SO - 0004400,24-02-2015,28,Wholesale,NXH382,53,11,7,2552.7,17868.9,1506.09
SO - 0004401,24-02-2015,24,Wholesale,NXH382,54,1,9,1025.1,9225.9,512.55
SO - 0004402,24-02-2015,22,Wholesale,GUT930,44,13,9,2425.4,21828.6,1455.24
SO - 0004403,24-02-2015,6,Wholesale,NXH382,49,9,9,3892.7,35034.3,1985.28
SO - 0004404,25-02-2015,21,Wholesale,AXW291,2,2,6,3906.1,23436.6,2031.17
SO - 0004405,25-02-2015,35,Wholesale,AXW291,15,4,5,1038.5,5192.5,820.42
SO - 0004406,26-02-2015,34,Wholesale,AXW291,26,1,8,2398.6,19188.8,1295.24
SO - 0004407,26-02-2015,3,Wholesale,NXH382,56,5,8,1882.7,15061.6,1374.37
SO - 0004408,26-02-2015,44,Distributor,AXW291,3,5,7,1145.7,8019.9,836.36
SO - 0004409,26-02-2015,37,Distributor,GUT930,34,7,10,3698.4,36984,3069.67
SO - 0004410,26-02-2015,28,Wholesale,NXH382,59,9,9,2237.8,20140.2,1678.35
SO - 0004411,26-02-2015,29,Wholesale,GUT930,34,8,6,194.3,1165.8,102.98
SO - 0004412,26-02-2015,50,Distributor,NXH382,51,1,9,1065.3,9587.7,607.22
SO - 0004413,26-02-2015,24,Wholesale,AXW291,24,9,5,670,3350,301.5
SO - 0004414,26-02-2015,19,Distributor,AXW291,27,6,6,958.1,5748.6,450.31
SO - 0004415,27-02-2015,20,Distributor,AXW291,6,11,8,1078.7,8629.6,819.81
SO - 0004416,27-02-2015,3,Wholesale,FLR025,65,7,6,187.6,1125.6,103.18
SO - 0004417,27-02-2015,7,Wholesale,AXW291,8,9,12,3772.1,45265.2,2112.38
SO - 0004418,28-02-2015,8,Distributor,AXW291,10,9,5,743.7,3718.5,468.53
SO - 0004419,28-02-2015,48,Distributor,FLR025,62,9,5,3979.8,19899,3104.24
SO - 0004420,28-02-2015,44,Wholesale,AXW291,30,7,8,3966.4,31731.2,1824.54
SO - 0004421,01-03-2015,13,Distributor,AXW291,3,1,7,227.8,1594.6,113.9
SO - 0004422,01-03-2015,8,Distributor,NXH382,52,7,12,5822.3,69867.6,2736.48
SO - 0004423,01-03-2015,2,Distributor,AXW291,13,4,6,1192.6,7155.6,596.3
SO - 0004424,01-03-2015,29,Wholesale,GUT930,33,3,8,1762.1,14096.8,775.32
SO - 0004425,01-03-2015,34,Distributor,GUT930,43,9,5,904.5,4522.5,470.34
SO - 0004426,01-03-2015,35,Wholesale,FLR025,63,8,10,234.5,2345,159.46
SO - 0004427,01-03-2015,17,Wholesale,FLR025,61,2,10,2974.8,29748,1665.89
SO - 0004428,02-03-2015,15,Wholesale,NXH382,52,7,9,1051.9,9467.1,694.25
SO - 0004429,02-03-2015,45,Distributor,GUT930,35,12,6,837.5,5025,569.5
SO - 0004430,02-03-2015,3,Distributor,AXW291,18,3,10,5071.9,50719,3246.02
SO - 0004431,02-03-2015,24,Distributor,AXW291,26,1,8,6445.4,51563.2,5414.14
SO - 0004432,02-03-2015,26,Distributor,AXW291,23,11,8,850.9,6807.2,646.68
SO - 0004433,02-03-2015,33,Distributor,AXW291,14,7,8,690.1,5520.8,552.08
SO - 0004434,02-03-2015,43,Wholesale,AXW291,27,4,5,167.5,837.5,77.05
SO - 0004435,03-03-2015,9,Distributor,GUT930,44,9,11,1098.8,12086.8,571.38
SO - 0004436,03-03-2015,16,Wholesale,NXH382,51,4,10,2532.6,25326,1950.1
SO - 0004437,03-03-2015,37,Wholesale,AXW291,29,2,6,1085.4,6512.4,586.12
SO - 0004438,03-03-2015,25,Wholesale,AXW291,31,2,8,951.4,7611.2,704.04
SO - 0004439,04-03-2015,40,Wholesale,AXW291,30,10,11,2586.2,28448.2,1163.79
SO - 0004440,04-03-2015,3,Distributor,NXH382,52,10,12,1708.5,20502,1161.78
SO - 0004441,04-03-2015,4,Wholesale,GUT930,39,6,6,1078.7,6472.2,506.99
SO - 0004442,04-03-2015,50,Distributor,GUT930,45,11,7,1132.3,7926.1,758.64
SO - 0004443,04-03-2015,44,Export,AXW291,8,1,6,1983.2,11899.2,1269.25
SO - 0004444,04-03-2015,14,Wholesale,AXW291,2,1,5,1051.9,5259.5,746.85
SO - 0004445,05-03-2015,6,Distributor,AXW291,22,11,6,3979.8,23878.8,2268.49
SO - 0004446,05-03-2015,46,Wholesale,AXW291,18,1,12,1708.5,20502,683.4
SO - 0004447,05-03-2015,13,Wholesale,AXW291,8,14,12,1005,12060,623.1
SO - 0004448,05-03-2015,44,Wholesale,AXW291,1,7,11,3845.8,42303.8,2615.14
SO - 0004449,05-03-2015,15,Wholesale,GUT930,45,7,10,1125.6,11256,664.1
SO - 0004450,05-03-2015,36,Wholesale,GUT930,37,12,10,1025.1,10251,666.32
SO - 0004451,05-03-2015,10,Wholesale,GUT930,32,13,12,6559.3,78711.6,5444.22
SO - 0004452,06-03-2015,22,Distributor,AXW291,29,2,8,2318.2,18545.6,1043.19
SO - 0004453,06-03-2015,47,Wholesale,AXW291,7,7,5,1058.6,5293,656.33
SO - 0004454,06-03-2015,10,Distributor,AXW291,28,1,8,1762.1,14096.8,1356.82
SO - 0004455,06-03-2015,40,Wholesale,GUT930,46,2,5,1051.9,5259.5,452.32
SO - 0004456,06-03-2015,42,Wholesale,GUT930,45,7,12,2572.8,30873.6,1312.13
SO - 0004457,06-03-2015,17,Distributor,AXW291,3,1,6,1835.8,11014.8,1413.57
SO - 0004458,07-03-2015,15,Export,NXH382,58,7,11,1078.7,11865.7,453.05
SO - 0004459,07-03-2015,39,Wholesale,NXH382,49,1,9,3919.5,35275.5,3018.02
SO - 0004460,07-03-2015,14,Wholesale,GUT930,37,11,12,5688.3,68259.6,4152.46
SO - 0004461,07-03-2015,4,Wholesale,GUT930,39,11,11,2438.8,26826.8,1414.5
SO - 0004462,07-03-2015,6,Distributor,FLR025,66,7,11,837.5,9212.5,502.5
SO - 0004463,07-03-2015,20,Distributor,AXW291,31,1,5,6438.7,32193.5,4378.32
SO - 0004464,07-03-2015,15,Wholesale,AXW291,25,13,7,1795.6,12569.2,1400.57
SO - 0004465,07-03-2015,29,Distributor,AXW291,26,3,8,1038.5,8308,799.65
SO - 0004466,07-03-2015,10,Wholesale,AXW291,3,9,8,174.2,1393.6,85.36
SO - 0004467,07-03-2015,33,Wholesale,AXW291,9,1,8,5185.8,41486.4,3111.48
SO - 0004468,08-03-2015,11,Distributor,AXW291,10,13,5,1045.2,5226,512.15
SO - 0004469,08-03-2015,48,Wholesale,FLR025,64,7,10,3872.6,38726,2284.83
SO - 0004470,08-03-2015,50,Wholesale,NXH382,58,11,6,1922.9,11537.4,1115.28
SO - 0004471,08-03-2015,39,Wholesale,AXW291,17,13,12,2237.8,26853.6,939.88
SO - 0004472,09-03-2015,37,Wholesale,AXW291,11,1,7,1038.5,7269.5,477.71
SO - 0004473,09-03-2015,5,Export,AXW291,3,12,10,234.5,2345,171.19
SO - 0004474,09-03-2015,32,Wholesale,GUT930,38,13,11,1125.6,12381.6,742.9
SO - 0004475,09-03-2015,41,Wholesale,GUT930,45,8,6,1105.5,6633,696.47
SO - 0004476,09-03-2015,46,Wholesale,GUT930,46,11,9,2425.4,21828.6,2013.08
SO - 0004477,09-03-2015,50,Wholesale,AXW291,22,2,8,2338.3,18706.4,1987.56
SO - 0004478,09-03-2015,1,Wholesale,AXW291,20,13,8,750.4,6003.2,637.84
SO - 0004479,09-03-2015,37,Wholesale,NXH382,59,8,8,3765.4,30123.2,3162.94
SO - 0004480,10-03-2015,10,Wholesale,AXW291,3,7,7,3946.3,27624.1,2920.26
SO - 0004481,11-03-2015,15,Wholesale,AXW291,31,1,11,871,9581,409.37
SO - 0004482,11-03-2015,50,Wholesale,GUT930,34,11,5,743.7,3718.5,572.65
SO - 0004483,11-03-2015,27,Distributor,GUT930,43,2,12,1936.3,23235.6,1374.77
SO - 0004484,11-03-2015,44,Distributor,NXH382,56,1,11,2572.8,28300.8,1517.95
SO - 0004485,11-03-2015,7,Distributor,AXW291,12,11,5,850.9,4254.5,357.38
SO - 0004486,11-03-2015,45,Distributor,AXW291,21,1,11,2519.2,27711.2,1889.4
SO - 0004487,12-03-2015,37,Wholesale,NXH382,48,6,9,1045.2,9406.8,522.6
SO - 0004488,12-03-2015,39,Distributor,GUT930,33,10,10,5674.9,56749,4142.68
SO - 0004489,12-03-2015,13,Wholesale,NXH382,52,5,8,2405.3,19242.4,1635.6
SO - 0004490,12-03-2015,18,Distributor,AXW291,3,13,5,3095.4,15477,2631.09
SO - 0004491,12-03-2015,3,Distributor,AXW291,5,11,9,1065.3,9587.7,458.08
SO - 0004492,13-03-2015,50,Wholesale,FLR025,66,7,7,2907.8,20354.6,2239.01
SO - 0004493,13-03-2015,16,Wholesale,NXH382,58,5,10,1045.2,10452,742.09
SO - 0004494,13-03-2015,13,Wholesale,AXW291,19,9,6,2619.7,15718.2,1100.27
SO - 0004495,13-03-2015,19,Export,AXW291,8,5,12,1299.8,15597.6,714.89
SO - 0004496,14-03-2015,10,Distributor,FLR025,61,5,7,254.6,1782.2,208.77
SO - 0004497,14-03-2015,22,Distributor,AXW291,18,1,7,884.4,6190.8,689.83
SO - 0004498,14-03-2015,2,Wholesale,NXH382,58,2,8,268,2144,144.72
SO - 0004499,14-03-2015,48,Export,AXW291,19,2,9,234.5,2110.5,175.88
SO - 0004500,14-03-2015,46,Export,NXH382,48,7,7,1018.4,7128.8,580.49
SO - 0004501,14-03-2015,2,Distributor,AXW291,13,9,5,3329.9,16649.5,2097.84
SO - 0004502,15-03-2015,9,Wholesale,AXW291,28,5,11,3986.5,43851.5,2391.9
SO - 0004503,15-03-2015,45,Distributor,FLR025,62,7,8,2519.2,20153.6,1058.06
SO - 0004504,15-03-2015,12,Wholesale,AXW291,13,2,11,5768.7,63455.7,4095.78
SO - 0004505,15-03-2015,49,Distributor,NXH382,52,7,7,3865.9,27061.3,2319.54
SO - 0004506,15-03-2015,1,Wholesale,NXH382,56,5,10,3872.6,38726,2207.38
SO - 0004507,15-03-2015,39,Wholesale,AXW291,23,11,8,3852.5,30820,2041.83
SO - 0004508,15-03-2015,33,Distributor,AXW291,19,5,5,6545.9,32729.5,2749.28
SO - 0004509,16-03-2015,39,Wholesale,NXH382,51,1,6,3510.8,21064.8,1790.51
SO - 0004510,16-03-2015,36,Wholesale,AXW291,19,2,10,2512.5,25125,1331.63
SO - 0004511,16-03-2015,35,Distributor,AXW291,5,2,10,1239.5,12395,942.02
SO - 0004512,16-03-2015,12,Wholesale,AXW291,8,7,5,2010,10050,944.7
SO - 0004513,16-03-2015,15,Wholesale,AXW291,26,2,7,201,1407,114.57
SO - 0004514,17-03-2015,26,Wholesale,AXW291,20,2,11,2539.3,27932.3,2082.23
SO - 0004515,17-03-2015,20,Export,GUT930,38,7,11,201,2211,88.44
SO - 0004516,17-03-2015,2,Wholesale,AXW291,14,11,8,3926.2,31409.6,3219.48
SO - 0004517,17-03-2015,26,Distributor,GUT930,44,5,7,2385.2,16696.4,1168.75
SO - 0004518,18-03-2015,17,Distributor,AXW291,14,5,6,2793.9,16763.4,1369.01
SO - 0004519,18-03-2015,39,Wholesale,FLR025,63,5,6,254.6,1527.6,124.75
SO - 0004520,19-03-2015,33,Distributor,FLR025,66,13,7,3892.7,27248.9,3230.94
SO - 0004521,19-03-2015,30,Distributor,NXH382,51,1,8,3872.6,30980.8,2323.56
SO - 0004522,19-03-2015,22,Wholesale,NXH382,49,4,12,1051.9,12622.8,452.32
SO - 0004523,19-03-2015,29,Distributor,AXW291,7,5,10,227.8,2278,104.79
SO - 0004524,19-03-2015,11,Distributor,GUT930,42,4,10,3879.3,38793,2793.1
SO - 0004525,20-03-2015,14,Distributor,NXH382,54,1,5,1105.5,5527.5,818.07
SO - 0004526,20-03-2015,25,Export,FLR025,60,7,5,3993.2,19966,2635.51
SO - 0004527,20-03-2015,15,Wholesale,FLR025,66,9,11,187.6,2063.6,129.44
SO - 0004528,20-03-2015,24,Wholesale,AXW291,2,11,11,6358.3,69941.3,3942.15
SO - 0004529,20-03-2015,19,Distributor,NXH382,48,7,11,4006.6,44072.6,2844.69
SO - 0004530,20-03-2015,44,Wholesale,AXW291,12,5,10,4006.6,40066,1762.9
SO - 0004531,20-03-2015,25,Distributor,AXW291,19,5,6,3932.9,23597.4,2084.44
SO - 0004532,21-03-2015,10,Distributor,FLR025,66,8,6,6043.4,36260.4,2961.27
SO - 0004533,21-03-2015,31,Wholesale,GUT930,35,1,8,1112.2,8897.6,856.39
SO - 0004534,21-03-2015,6,Wholesale,NXH382,58,9,10,1969.8,19698,827.32
